"genome_id","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name"
"DTR_112140","IMG/M",12256,123,2,0,0,23,"Aquatic","Freshwater","Lake",NULL
"DTR_112146","IMG/M",8149,123,1,0,0,9,"Aquatic","Freshwater","Lake",NULL
"DTR_112259","IMG/M",18190,123,9,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_112262","IMG/M",14705,123,8,0,0,14,"Aquatic","Freshwater","Lake",NULL
"DTR_112267","IMG/M",13327,123,2,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_112282","IMG/M",7300,123,2,1,0,5,"Aquatic","Freshwater","Lake",NULL
"DTR_112385","IMG/M",2010,123,1,0,0,1,"Aquatic","Freshwater","Lake",NULL
"DTR_112546","IMG/M",16610,123,8,0,0,21,"Aquatic","Freshwater","Lake",NULL
"DTR_112548","IMG/M",15327,123,8,0,0,19,"Aquatic","Freshwater","Lake",NULL
"DTR_112549","IMG/M",14727,123,5,0,0,17,"Aquatic","Freshwater","Lake",NULL
"DTR_112553","IMG/M",12171,123,2,0,0,23,"Aquatic","Freshwater","Lake",NULL
"DTR_112576","IMG/M",5965,123,0,0,0,6,"Aquatic","Freshwater","Lake",NULL
"DTR_112658","IMG/M",15776,123,7,0,0,16,"Aquatic","Freshwater","Lake",NULL
"DTR_112659","IMG/M",14726,123,4,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_112662","IMG/M",12256,123,2,0,0,23,"Aquatic","Freshwater","Lake",NULL
"DTR_112663","IMG/M",11813,123,1,0,0,24,"Aquatic","Freshwater","Lake",NULL
"DTR_112665","IMG/M",10720,123,1,0,0,22,"Aquatic","Freshwater","Lake",NULL
"DTR_112682","IMG/M",6008,123,1,0,0,9,"Aquatic","Freshwater","Lake",NULL
"DTR_112683","IMG/M",5965,123,0,0,0,7,"Aquatic","Freshwater","Lake",NULL
"DTR_112691","IMG/M",5351,123,1,0,0,4,"Aquatic","Freshwater","Lake",NULL
"DTR_112742","IMG/M",14676,123,7,0,0,15,"Aquatic","Freshwater","Lake",NULL
"DTR_112743","IMG/M",14535,123,4,0,0,19,"Aquatic","Freshwater","Lake",NULL
"DTR_112746","IMG/M",13450,123,1,0,0,28,"Aquatic","Freshwater","Lake",NULL
"DTR_112751","IMG/M",8170,123,1,0,0,7,"Aquatic","Freshwater","Lake",NULL
"DTR_112850","IMG/M",15795,123,6,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_112871","IMG/M",7820,123,2,0,0,12,"Aquatic","Freshwater","Lake",NULL
"DTR_112892","IMG/M",5919,34,1,0,0,9,"Aquatic","Freshwater","Lake",NULL
"DTR_113118","IMG/M",5128,106,2,0,0,5,"Terrestrial","Deep subsurface","NA",NULL
"DTR_113224","IMG/M",16075,77,7,0,0,17,"Aquatic","Freshwater","Groundwater",NULL
"DTR_113227","IMG/M",12290,77,3,0,0,22,"Aquatic","Freshwater","Groundwater",NULL
"DTR_113338","IMG/M",12039,79,2,0,0,18,"Host-Associated","Human","Oral","GCA_004774285.1"
"DTR_113481","IMG/M",4521,123,2,0,0,9,"Aquatic","Marine","Oceanic","GCA_003544655.1"
"DTR_113611","IMG/M",4889,114,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_113725","IMG/M",9645,76,1,0,0,12,"Aquatic","Marine","Oceanic",NULL
"DTR_113726","IMG/M",9247,123,1,0,0,13,"Aquatic","Marine","Oceanic",NULL
"DTR_113729","IMG/M",4910,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_113730","IMG/M",4898,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_113766","IMG/M",2528,123,1,0,0,5,"Aquatic","Marine","Oceanic","GCA_004200055.1"
"DTR_113801","IMG/M",11593,123,1,0,0,18,"Host-Associated","Algae","Red algae",NULL
"DTR_113823","IMG/M",5674,123,0,0,0,7,"Host-Associated","Algae","Red algae",NULL
"DTR_113976","IMG/M",10971,123,4,0,0,14,"Aquatic","Marine","Oceanic",NULL
"DTR_113981","IMG/M",9088,123,0,0,0,12,"Aquatic","Marine","Oceanic",NULL
"DTR_113982","IMG/M",8819,38,1,0,0,13,"Aquatic","Marine","Oceanic",NULL
"DTR_113993","IMG/M",4970,123,1,0,0,11,"Aquatic","Marine","Oceanic",NULL
"DTR_113999","IMG/M",4878,123,1,0,0,11,"Aquatic","Marine","Oceanic",NULL
"DTR_114003","IMG/M",4765,123,2,0,0,9,"Aquatic","Marine","Oceanic",NULL
"DTR_114008","IMG/M",4443,97,2,0,0,8,"Aquatic","Marine","Oceanic","GCA_004203715.1"
"DTR_114013","IMG/M",4315,123,1,0,0,9,"Aquatic","Marine","Oceanic","GCA_004203915.1"
"DTR_114069","IMG/M",2528,123,1,0,0,4,"Aquatic","Marine","Oceanic","GCA_004200055.1"
"DTR_114109","IMG/M",15689,123,7,0,0,17,"Terrestrial","Deep subsurface","NA",NULL
"DTR_114131","IMG/M",4480,123,1,0,0,10,"Terrestrial","Deep subsurface","NA",NULL
"DTR_114133","IMG/M",4429,123,1,0,0,8,"Terrestrial","Deep subsurface","NA",NULL
"DTR_114233","IMG/M",2166,39,1,0,0,1,"Aquatic","Marine","Oceanic",NULL
"DTR_114263","IMG/M",5674,123,0,0,0,8,"Host-Associated","Algae","Red algae",NULL
"DTR_114326","IMG/M",15968,123,4,0,0,18,"Aquatic","Marine","Oceanic",NULL
"DTR_114486","IMG/M",8688,123,1,0,0,4,"Aquatic","Freshwater","Groundwater","GCA_000902515.1"
"DTR_114584","IMG/M",4900,123,1,0,0,11,"Aquatic","Marine","Oceanic",NULL
"DTR_114609","IMG/M",3361,123,1,0,0,5,"Aquatic","Marine","Oceanic","GCA_004202755.1"
"DTR_114735","IMG/M",6888,123,0,0,0,13,"Aquatic","Marine","Oceanic",NULL
"DTR_115235","IMG/M",9247,123,1,0,0,12,"Aquatic","Marine","Pelagic",NULL
"DTR_115281","IMG/M",5815,123,1,0,0,6,"Aquatic","Marine","Pelagic",NULL
"DTR_115355","IMG/M",3277,27,1,0,0,4,"Aquatic","Marine","Pelagic",NULL
"DTR_115909","IMG/M",3918,123,1,0,0,4,"Aquatic","Marine","Pelagic","GCA_000907415.1"
"DTR_116136","IMG/M",5815,123,1,0,0,5,"Aquatic","Marine","Pelagic",NULL
"DTR_116484","IMG/M",3920,123,1,0,0,2,"Aquatic","Marine","Pelagic","GCA_000907415.1"
"DTR_116742","IMG/M",5815,123,1,0,0,6,"Aquatic","Marine","Pelagic",NULL
"DTR_116803","IMG/M",9462,123,1,0,0,7,"Aquatic","Marine","Pelagic",NULL
"DTR_116902","IMG/M",9881,123,2,0,0,10,"Aquatic","Marine","Volcanic",NULL
"DTR_116906","IMG/M",8849,68,1,0,0,13,"Aquatic","Marine","Volcanic",NULL
"DTR_116908","IMG/M",7900,123,1,0,0,10,"Aquatic","Marine","Volcanic",NULL
"DTR_116917","IMG/M",6513,123,0,0,0,8,"Aquatic","Marine","Volcanic",NULL
"DTR_116950","IMG/M",3065,123,1,0,0,7,"Aquatic","Marine","Volcanic","GCA_004201175.1"
"DTR_117017","IMG/M",10049,123,2,0,0,14,"Aquatic","Marine","Oceanic",NULL
"DTR_117018","IMG/M",9677,123,2,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_117020","IMG/M",9378,63,1,0,0,15,"Aquatic","Marine","Oceanic",NULL
"DTR_117021","IMG/M",9338,123,1,0,0,14,"Aquatic","Marine","Oceanic",NULL
"DTR_117027","IMG/M",8057,123,2,0,0,8,"Aquatic","Marine","Oceanic",NULL
"DTR_117038","IMG/M",5994,123,4,0,0,6,"Aquatic","Marine","Oceanic",NULL
"DTR_117132","IMG/M",7646,123,1,0,0,6,"Aquatic","Marine","Pelagic",NULL
"DTR_117178","IMG/M",7646,123,1,0,0,6,"Aquatic","Marine","Pelagic",NULL
"DTR_117376","IMG/M",11203,123,2,0,0,15,"Aquatic","Marine","Oceanic",NULL
"DTR_117386","IMG/M",8260,123,2,0,0,14,"Aquatic","Marine","Oceanic",NULL
"DTR_117388","IMG/M",8063,123,2,0,0,9,"Aquatic","Marine","Oceanic",NULL
"DTR_117393","IMG/M",7742,123,3,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_117915","IMG/M",15692,123,5,0,0,13,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_117939","IMG/M",9980,123,2,0,0,13,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_117950","IMG/M",8708,123,3,0,0,14,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_117965","IMG/M",6828,123,1,0,0,8,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_118170","IMG/M",2035,123,1,0,0,3,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_118186","IMG/M",10652,32,2,0,0,11,"Aquatic","Freshwater","Sediment",NULL
"DTR_118198","IMG/M",5414,123,1,0,0,9,"Aquatic","Freshwater","Sediment",NULL
"DTR_118199","IMG/M",5408,123,0,0,0,7,"Aquatic","Freshwater","Sediment",NULL
"DTR_118313","IMG/M",5765,73,1,0,0,5,"Aquatic","Marine","Pelagic",NULL
"DTR_118328","IMG/M",4933,123,1,0,0,7,"Aquatic","Marine","Pelagic",NULL
"DTR_118400","IMG/M",15697,123,5,0,0,20,"Aquatic","Marine","Pelagic",NULL
"DTR_118419","IMG/M",7646,123,1,0,0,7,"Aquatic","Marine","Pelagic",NULL
"DTR_118573","IMG/M",7031,123,1,0,0,9,"Aquatic","Marine","Pelagic",NULL
"DTR_118640","IMG/M",2408,120,1,0,0,3,"Aquatic","Marine","Pelagic","GCA_000880475.1"
"DTR_119238","IMG/M",15968,123,3,0,0,19,"Aquatic","Marine","Oceanic",NULL
"DTR_119414","IMG/M",18994,123,9,0,0,20,"Aquatic","Marine","Oceanic",NULL
"DTR_119424","IMG/M",7919,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_119581","IMG/M",4720,123,0,0,0,6,"Aquatic","Marine","Oceanic",NULL
"DTR_119615","IMG/M",3820,112,1,0,0,2,"Aquatic","Marine","Oceanic","GCA_001275535.1"
"DTR_120478","IMG/M",18458,123,5,2,0,13,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_120646","IMG/M",12314,123,2,0,0,25,"Aquatic","Freshwater","Wetlands",NULL
"DTR_120647","IMG/M",11546,123,1,0,0,26,"Aquatic","Freshwater","Wetlands",NULL
"DTR_120648","IMG/M",11259,57,4,0,0,12,"Aquatic","Freshwater","Wetlands",NULL
"DTR_120652","IMG/M",10112,123,1,0,0,13,"Aquatic","Freshwater","Wetlands",NULL
"DTR_120842","IMG/M",2697,123,1,0,0,6,"Aquatic","Marine","Oceanic",NULL
"DTR_120954","IMG/M",12715,123,2,0,1,20,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_121114","IMG/M",9366,123,2,0,0,14,"Host-Associated","Plants","Rhizosphere",NULL
"DTR_121217","IMG/M",19976,37,3,1,0,31,"Terrestrial","Deep subsurface","Aquifer",NULL
"DTR_121244","IMG/M",18038,123,4,0,0,20,"Terrestrial","Deep subsurface","NA","GCA_000839145.1"
"DTR_121381","IMG/M",4828,123,1,0,0,5,"Aquatic","Thermal springs","Hot (42-90C)",NULL
"DTR_121550","IMG/M",2274,35,1,0,0,1,"Aquatic","Marine","Oceanic",NULL
"DTR_121704","IMG/M",4910,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_121771","IMG/M",5429,123,0,0,0,6,"Aquatic","Marine","Oceanic",NULL
"DTR_121806","IMG/M",2528,123,1,0,0,5,"Aquatic","Marine","Oceanic","GCA_004200055.1"
"DTR_121857","IMG/M",4898,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_121859","IMG/M",4355,123,2,0,0,5,"Aquatic","Marine","Oceanic",NULL
"DTR_121922","IMG/M",9802,44,2,0,0,11,"Aquatic","Marine","Oceanic",NULL
"DTR_121925","IMG/M",8904,123,1,0,0,13,"Aquatic","Marine","Oceanic",NULL
"DTR_121938","IMG/M",5429,123,0,0,0,7,"Aquatic","Marine","Oceanic",NULL
"DTR_121939","IMG/M",5155,123,2,0,0,13,"Aquatic","Marine","Oceanic",NULL
"DTR_121943","IMG/M",4970,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_121947","IMG/M",4910,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_121956","IMG/M",4768,123,1,0,0,8,"Aquatic","Marine","Oceanic",NULL
"DTR_121957","IMG/M",4765,123,2,0,0,9,"Aquatic","Marine","Oceanic",NULL
"DTR_121966","IMG/M",4577,123,1,0,0,9,"Aquatic","Marine","Oceanic",NULL
"DTR_121969","IMG/M",4483,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_121972","IMG/M",4315,123,1,0,0,9,"Aquatic","Marine","Oceanic","GCA_004203915.1"
"DTR_121989","IMG/M",3827,123,1,0,0,9,"Aquatic","Marine","Oceanic","GCA_004199595.1"
"DTR_122032","IMG/M",2528,123,1,0,0,5,"Aquatic","Marine","Oceanic","GCA_004200055.1"
"DTR_122037","IMG/M",2494,123,1,0,0,3,"Aquatic","Marine","Oceanic","GCA_004205415.1"
"DTR_122095","IMG/M",6079,123,2,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_122154","IMG/M",19213,123,11,0,0,17,"Aquatic","Sediment","NA",NULL
"DTR_122222","IMG/M",10806,123,3,0,0,17,"Aquatic","Sediment","NA",NULL
"DTR_122223","IMG/M",10326,123,5,0,0,10,"Aquatic","Sediment","NA",NULL
"DTR_122288","IMG/M",7709,123,1,0,0,14,"Aquatic","Freshwater","Wetlands",NULL
"DTR_122321","IMG/M",11281,123,1,0,0,20,"Aquatic","Freshwater","Wetlands",NULL
"DTR_122385","IMG/M",10532,123,1,0,0,13,"Aquatic","Freshwater","Wetlands",NULL
"DTR_122484","IMG/M",12314,123,2,0,0,24,"Aquatic","Freshwater","Wetlands",NULL
"DTR_122725","IMG/M",11281,123,1,0,0,19,"Aquatic","Freshwater","Wetlands",NULL
"DTR_122885","IMG/M",11546,123,1,0,0,25,"Aquatic","Freshwater","Wetlands",NULL
"DTR_122886","IMG/M",10532,123,1,0,0,13,"Aquatic","Freshwater","Wetlands",NULL
"DTR_123149","IMG/M",15171,123,7,0,0,9,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123152","IMG/M",12346,115,1,0,0,23,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123191","IMG/M",2066,36,1,0,0,3,"Engineered","Bioreactor","Anaerobic","GCA_004779625.1"
"DTR_123353","IMG/M",15171,123,7,0,0,9,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123355","IMG/M",12354,123,1,0,0,24,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123361","IMG/M",8310,123,3,0,0,11,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123366","IMG/M",6079,123,2,0,0,7,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123431","IMG/M",4345,123,0,0,0,5,"Engineered","Wastewater","Anaerobic digestor","GCA_003183145.1"
"DTR_123472","IMG/M",5882,104,1,0,0,9,"Terrestrial","Soil","Wetlands","GCA_000901315.1"
"DTR_123532","IMG/M",15171,123,7,0,0,9,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123536","IMG/M",12354,123,1,0,0,23,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123599","IMG/M",14192,123,6,1,0,13,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_123707","IMG/M",8014,123,1,0,1,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_123718","IMG/M",5942,123,1,0,0,6,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_123792","IMG/M",15171,123,6,0,0,12,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123802","IMG/M",6079,123,2,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_123837","IMG/M",2066,36,1,0,0,3,"Engineered","Bioreactor","Anaerobic","GCA_004779625.1"
"DTR_123854","IMG/M",7705,123,0,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_123907","IMG/M",14674,49,1,0,0,13,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_123926","IMG/M",5942,123,1,0,0,6,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124014","IMG/M",15171,123,7,0,0,10,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124029","IMG/M",6079,123,2,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124081","IMG/M",2066,36,1,0,0,3,"Engineered","Bioreactor","Anaerobic","GCA_004779625.1"
"DTR_124111","IMG/M",5883,104,1,0,0,8,"Terrestrial","Soil","Wetlands","GCA_000901315.1"
"DTR_124133","IMG/M",5882,104,1,0,0,9,"Terrestrial","Soil","Wetlands","GCA_000901315.1"
"DTR_124156","IMG/M",7705,123,0,0,0,8,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124213","IMG/M",10479,123,1,0,0,6,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124313","IMG/M",2168,123,1,0,0,2,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124348","IMG/M",15783,93,6,1,0,14,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124352","IMG/M",12931,123,3,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124571","IMG/M",2015,123,1,0,0,2,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124590","IMG/M",7705,123,0,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124602","IMG/M",3774,123,1,0,0,3,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124643","IMG/M",17691,77,1,0,0,38,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124660","IMG/M",8387,123,2,0,0,13,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124763","IMG/M",12931,123,3,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124782","IMG/M",5991,123,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_124882","IMG/M",15171,123,7,0,0,10,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124886","IMG/M",12354,123,1,0,0,23,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124898","IMG/M",7984,123,2,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124905","IMG/M",6988,123,4,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124915","IMG/M",6079,123,2,0,0,7,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124929","IMG/M",4757,123,0,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_124936","IMG/M",4161,123,3,0,0,6,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_125096","IMG/M",4258,123,1,0,0,7,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125197","IMG/M",7684,123,1,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125276","IMG/M",17737,123,1,0,0,38,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125306","IMG/M",5676,123,1,0,0,21,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125454","IMG/M",8791,123,2,0,0,8,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125527","IMG/M",3028,123,1,0,0,3,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125648","IMG/M",19866,123,7,0,0,28,"Aquatic","Sediment","NA",NULL
"DTR_125649","IMG/M",16711,123,4,0,0,17,"Aquatic","Sediment","NA",NULL
"DTR_125652","IMG/M",13351,123,2,1,0,15,"Aquatic","Sediment","NA",NULL
"DTR_125658","IMG/M",9623,123,1,0,0,11,"Aquatic","Sediment","NA",NULL
"DTR_125659","IMG/M",9571,123,1,0,0,16,"Aquatic","Sediment","NA",NULL
"DTR_125660","IMG/M",9433,123,3,0,0,16,"Aquatic","Sediment","NA",NULL
"DTR_125661","IMG/M",8883,123,2,0,0,14,"Aquatic","Sediment","NA",NULL
"DTR_125732","IMG/M",15274,123,2,0,1,25,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_125733","IMG/M",15171,123,7,0,0,10,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_125781","IMG/M",6079,123,2,0,0,8,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_125812","IMG/M",4161,123,3,0,0,7,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_125926","IMG/M",7684,123,1,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125935","IMG/M",5915,123,2,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_125936","IMG/M",5765,22,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126000","IMG/M",2264,123,1,0,0,2,"Engineered","Wastewater","Anaerobic digestor","GCA_003014315.1"
"DTR_126028","IMG/M",15255,123,7,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126039","IMG/M",8635,123,1,0,0,12,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126043","IMG/M",7684,123,1,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126192","IMG/M",16824,123,2,0,0,20,"Aquatic","Freshwater","Lake",NULL
"DTR_126193","IMG/M",11876,123,1,0,0,24,"Aquatic","Freshwater","Lake",NULL
"DTR_126302","IMG/M",11694,123,3,0,0,19,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126329","IMG/M",5748,123,1,0,0,7,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126547","IMG/M",15527,123,1,0,0,20,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126550","IMG/M",13422,123,2,0,1,22,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126556","IMG/M",11608,37,3,0,0,19,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126589","IMG/M",5748,123,1,0,0,7,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126796","IMG/M",11152,123,1,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126814","IMG/M",8791,123,1,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126832","IMG/M",6243,123,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126946","IMG/M",15955,123,11,0,0,13,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126969","IMG/M",7834,123,1,0,1,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126971","IMG/M",7667,109,2,0,0,14,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_126989","IMG/M",5749,123,1,0,0,7,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127102","IMG/M",2042,52,0,0,0,5,"Engineered","Wastewater","Anaerobic digestor","GCA_000907195.1"
"DTR_127289","IMG/M",11056,123,1,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127293","IMG/M",10001,123,1,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127295","IMG/M",9375,123,1,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127303","IMG/M",7992,123,1,0,0,10,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127322","IMG/M",4772,123,5,0,0,1,"Engineered","Wastewater","Anaerobic digestor","GCA_004139035.1"
"DTR_127340","IMG/M",3225,123,0,0,0,4,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127437","IMG/M",8672,123,1,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_127935","IMG/M",14517,123,3,0,0,20,"Terrestrial","Soil","NA",NULL
"DTR_128087","IMG/M",17473,123,7,0,0,20,"Aquatic","Marine","Volcanic","GCA_002604985.1"
"DTR_128109","IMG/M",12439,123,2,0,1,16,"Aquatic","Marine","Volcanic",NULL
"DTR_128225","IMG/M",3544,123,1,0,0,6,"Aquatic","Marine","Volcanic","GCA_000908015.1"
"DTR_128361","IMG/M",9092,123,0,0,0,12,"Aquatic","Marine","Volcanic",NULL
"DTR_128365","IMG/M",7876,123,1,0,0,10,"Aquatic","Marine","Volcanic",NULL
"DTR_128457","IMG/M",11889,123,4,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_128459","IMG/M",10444,123,1,0,0,6,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_128464","IMG/M",7681,123,1,0,0,7,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_128577","IMG/M",15968,123,3,0,0,19,"Aquatic","Marine","Oceanic",NULL
"DTR_128587","IMG/M",7851,123,1,0,0,15,"Aquatic","Marine","Oceanic",NULL
"DTR_128603","IMG/M",4900,123,1,0,0,11,"Aquatic","Marine","Oceanic",NULL
"DTR_128604","IMG/M",4879,123,1,0,0,10,"Aquatic","Marine","Oceanic",NULL
"DTR_128698","IMG/M",2167,39,1,0,0,1,"Aquatic","Marine","Oceanic",NULL
"DTR_128935","IMG/M",3225,123,0,0,0,4,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129139","IMG/M",8156,123,2,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129228","IMG/M",5436,123,1,0,0,8,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129346","IMG/M",14678,123,6,1,1,17,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129372","IMG/M",3975,37,2,1,0,3,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129424","IMG/M",14666,41,1,0,0,13,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129432","IMG/M",8547,123,1,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129433","IMG/M",8014,123,1,0,1,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129510","IMG/M",2091,81,2,0,0,3,"Engineered","Wastewater","Anaerobic digestor","GCA_004150025.1"
"DTR_129558","IMG/M",5827,89,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129699","IMG/M",3929,123,3,0,0,2,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129776","IMG/M",13430,105,3,0,0,7,"Engineered","Wastewater","Anaerobic digestor","GCA_000865225.1"
"DTR_129798","IMG/M",6911,123,1,0,0,8,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129801","IMG/M",5861,123,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_129928","IMG/M",9238,123,2,1,0,13,"Terrestrial","Deep subsurface","NA",NULL
"DTR_130701","IMG/M",6609,123,1,0,0,8,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_130703","IMG/M",6036,123,2,0,0,6,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_130704","IMG/M",5861,123,1,0,0,5,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_130901","IMG/M",12423,123,3,0,1,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_130905","IMG/M",11152,123,1,0,0,11,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_130916","IMG/M",8791,123,1,0,0,9,"Engineered","Wastewater","Anaerobic digestor",NULL
"DTR_131056","IMG/M",15171,123,7,0,0,10,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_131058","IMG/M",12354,123,1,0,0,23,"Engineered","Bioreactor","Anaerobic",NULL
"DTR_131124","IMG/M",11704,54,3,1,0,19,"Engineered","Wastewater","Anaerobic digestor",NULL
